phrase,label
",",not
das Video ist wunderschön,positive feedback
und,not
"ich würde sogar sagen du bist perfekt . Das bist du wirklich . Zwar in deinen Augen vielleicht nicht , aber in meinen . 💖 🎀 💕",affection declaration
HOLGER SCHMITZ,not
find ich auch 😍,agreement
"Jungs ? Wenn ihr das liest , könnt ihr bitte antworten ?",not
❤ ❤,positive feedback
Wann werdet ihr die Verlosung auf Insta machen ? Bitte vergesst es nicht so wie die Verlosung mit dem Merchhoodie der Heiko verlosen wollte 😂,not
❤,positive feedback
Wow luna !!,positive feedback
Das ist ein so tolles Video ❤ !!,positive feedback
Ich mag deine stimme total,compliment
.,not
"Das Video nimmt einen richtig mit und man versteht ziemlich gut , was du damit zum Ausdruck bringen willst :)",positive feedback
richtig richtig gut gemacht 3,compliment
Ich liebe Roman 😍 ❤️ ❤️ ❤️,affection declaration
cool,positive feedback
Könnt ihr mal wieder Lochi vs. Lochi machen 🙏 .,encouragement
Geile Parodie 👍,positive feedback
Geil ❤ 💋,positive feedback
Voll coole Parodie :),positive feedback
Perfektes Video ! 😍,positive feedback
Hast du mal wieder supeer gemacht !!!,compliment
In diesem Video bist du so unglaublich schön,compliment
und,not
ich liebe die Stelle an der du deine alten Nachthemden herzeigst :D,positive feedback
haha 😂,not
meega nice 😆 😂,positive feedback
Die songparodien handeln aber auch über all' son' mist !,not
Trotzdem geile Parodie Jungs ! 😊 ❤️,positive feedback
Ich finde Heiko übertreibt ein wenig mit dem ' reden ' also er reißt dem mund brutal weit auf haha,not
aber sonst echt mega geil ! 💕,positive feedback
ich finds voll cool das ihr das Übersetzt habt :D,positive feedback
I love you Roman ♥,affection declaration
romman ist cool und heiko ist auch cool,affection declaration
Geeeiil,positive feedback
Ich bin so verliebt in dich Heiko 💜 💜 💙 💙 💙 💜 💛 💛,affection declaration
Ahh .. geilll !! Du moderierst die Bravo Hits !!!,positive feedback
Wiiee ggeill !!!!,positive feedback
immer dieses wirble so süüß * - *,positive feedback
also ich finde,not
respekt überhaupt für die weil sie sich freuen,compliment
also spart euch die unnötigen kommis denn,not
die trauen sich wennigstens,compliment
Wow du hast dich auf jeden fall zum positiven verändert !!,compliment
also ich muss sagen das ihr so cool seid,affection declaration
ihr seid echt coole Geschwister,affection declaration
freue mich schon sehr auf Bruder vor Luder :),positive feedback
#SnapchatArmy @heikolochmann @jessiiiii_s,not
Mega tolles Video,positive feedback
direkt Ohrwurm 😂 😍 🌸,positive feedback
MEIN HERZ SPIELT VERRÜCKT WENN ICH EUCH SEHEEEE VOR ALLEM BEI DIR ROMAAAAAAAAAAN * ............................ *,affection declaration
ich würde die so gern mal treffen,affection declaration
aber ich weiß ganz genau sowas wird nie passieren,not
💓,positive feedback
😔,not
beides video,positive feedback
"Ihr Kritiker hier merkt wohl nicht , dass euer Hate absolut nichts bringt , weil diese kleinen Fuckerz nicht aufhören werden fett Kohle zu machen , während ihr eure Zeit vergeudet , andere Leute zu kritisieren . Ich bin absolut kein Fan von denen und die Videos sind wirklich ( nach meiner Meinung nach ) nicht gut . Aber das muss nicht immer als erfolgreicher YouTuber sein . Die Lochis haben begriffen , dass eine Art der Parodie fehlt und das währe das Parodieren als Kiddie , welches für 12 Jährige ein guter Kontent ist , weil heute nur noch 12 Jährige auf YouTube sind .",not
"Die haben was kapiert , haben ihr Ziel gehabt und durchgesetzt , egal ob die Talent haben oder nicht , auf einer intelligenten weise hart gearbeitet haben sie alle mal und deshalb sind sie auch erfolgreich",compliment
.,not
Ich musste die ganze Zeit grinsen,positive feedback
....,not
süß deine Nachthemden und deine Schlafgewohnheiten :-),positive feedback
"Ich schlaf momentan total eingewickelt da ich mit meiner Tochter im Bett schlafe , die ich noch stille ... stillen ohne sich komplett ausziehen zu müssen ist aber echt ne Herausforderung für die Nachtwäsche . Ich mag aber eigentlich total gerne lange Nachthemden die bischen schick sind ... z. B : von Lascana gibts schöne .",not
Sauber gemacht !!,compliment
Gefällt mir sehr =D !,positive feedback
eure viedios sind voll coll,positive feedback
ist cool,positive feedback
Super Idee dieses Video :-),positive feedback
Cool,positive feedback
Richtig nice 😂 😂 🙉 🙈 🙊,positive feedback
und das stimmt wirklich das is fast bei jedem Mädchen soo es gibt aber auch Mädchen die frühstücken morgens auch nichts da reicht auch mal en Kaffee 😃 ☕ #Coffeetogo ☕,not
jeeeey daaruum macht wieder eine verlosung :)),positive feedback
"da ich mich freuen würde ein gewinnspiel von dir zu gewinnen , schreib ich halt einfach mal was mir grade durch den kopf geht ..... also nich besonders viel :DD ich wollte mir das Wundermittel gegen pickel , von Vichy , das du in deinem letzten Video gezeigt hast unbedingt dachkaufen , war nur leider bissher zu geizig . Also ist es ganz praktisch das du jetzt ein gewinnspiel machst :D",not
ich gucke deine Videos schon länger ....,positive feedback
ihr seid die besten lochis 😘,affection declaration
das Buch review find ich echt gut gemacht ! :D,positive feedback
"also ich kann mir jetzt gut vorstelln was mich erwartet , und weiß jetzt das ich es mir wohl nicht kaufen werde ;D daniela katzenberger find ich ganz okay ,",not
sie kann schon echt witzig sein :),compliment
da warst du noch total schüchtern . Voll süß,ambiguous
meine Lieblings stelle ist die : bin so müde Augen können nicht lügen 💖,positive feedback
Wenn ich lieder von euch höre dann sing ich gleich mit :D,positive feedback
cooles video,positive feedback
macht noch eins bitte bitte !!,encouragement
Voll cool,positive feedback
leute es ist nicht perfekt aber,not
"macht mal sowas mit 14 jahre , bearbeitet alles , schriebt denn text und holt euch diese ka wie viele abonnenten",implicit
also,not
das ist eine scheiss gute leistung finde ich,compliment
haha natürlich sind zwar die aussenseiter besser aber trotzdem :),not
ich geb dir recht ;),agreement
aber ich denk die beiden sind Zwillinge ... also dürfen sie gleich aussehen :D,not
ich liebe euch !!,affection declaration
in meinem Zimmer sind poster von euch !! ✌ ✌ ✌ ✌ 👍 👍 👍 👍 👍,positive feedback
Beste Parodie ever 👍 👍 👍 👍 👍 👍 👍 👍 👏 👏 👏 👏 👏 👏 👏 👏 👌 👌 👌 👌 👌 👌 💢 😃 😄 😄 😀 😃 😄 😃,positive feedback
Juju guck mal wie du aussiehst 🙈 Mehr als nur schön . 😍 😍 😍 😍 😍 😽 ❤️,compliment
ihr seid geill,affection declaration
WoW du siehst heute eccht gut aus ! :),compliment
Tolles Video ! :-),positive feedback
Geil,positive feedback
wer dieses Video scheiße findet die sind voll die fotzen,not
Sie werden immer besser,compliment
ich brauche 20 min im bad,not
heiko is so süß ♥ ♥ ♥ ♥ ♥ ♥,affection declaration
Ich find das Video gut !,positive feedback
Und alexibexi is halt auch ein bischen älter !!!,not
"ich find diese art von video richtig gut , vorallem , weil ich sie bei anderen noch nie gesehen hab",positive feedback
". Ich will die , , SOS- Helfer gar nicht kritisieren , im Gegenteil , ich wollte sagen , dass ich auch mitgemacht hätte , aber nicht so viel Mut hatte , es zu machen !!!",not
"Deswegen ganz , ganz viel Respekt !!!",compliment
Viele Grüße !!!,not
Macht doch mal bitte bei dsds oder the voice mit,encouragement
Dillan white ?? Cooool 😅 💖,positive feedback
oder ? Bei 1:12,not
Respekt !,compliment
Tolles Video !,positive feedback
bei mein herz spielt spielt .. : klingt es kurz bisschen schräg aber,not
an sonsten sau geil !,positive feedback
cool,positive feedback
Heiko Roman ♥ ♥ ♥,affection declaration
Eure stimmen * - *,compliment
ihr seit so PERFECT :))),affection declaration
und,not
ich bin verliebt in heiko 😘,affection declaration
cool,positive feedback
Ja so knuffig <3,agreement
....,not
Aber sind sie immernoch :),affection declaration
"Hallöchen ,",not
in diesem Video siehst du richtig gut aus voll frisch ;),compliment
Du bist so Hübsch * o *,compliment
Das ist so süss !!! 😄,positive feedback
Bitte folgt mir danke,not
Hdl,affection declaration
du auch,not
😙 😙 😙,positive feedback
Bestes Lied Ever !!!!,positive feedback
Mein Lieblings Song,positive feedback
<b> - </b>,not
Weiter so DieLochis :),encouragement
Ich sag nur noch Geil,positive feedback
so geil 😍 😍 😍,positive feedback
Ei cool Fabian grischkat war in euren Videos,positive feedback
Du bist so Mega hübsch 😍 ♡,compliment
ich liebe deine Videos ♡,positive feedback
"Oh , du musst unbedingtvmehr buchreviews machen",encouragement
",",not
ist echt gut :),positive feedback
😍,positive feedback
Ich libe Dosen song,positive feedback
Cool Lochis parodieren,ambiguous
Dein Look in dem Video ist echt toll ! :D,compliment
Applaus :),compliment
Wirklich sehr gute Tipps,positive feedback
.,not
Deine Frisur im Video ist echt wunderschön,compliment
.,not
Haha echt richtig gut geworden ! 😂 ❤ 💕 👍,positive feedback
weita so mein freund ^^,encouragement
.,not
5 sterne,positive feedback
ihr seit beide ja WIRKLICH süß ( vorallem heiko ) ;P,affection declaration
aber roman da sind deine haare echt komisch,not
Geil 😄,positive feedback
Lixius ist sehr süß,affection declaration
Ich kiebe euch,affection declaration
super video,positive feedback
Ich muss das jetzt die ganze Zeit hören 3333333,positive feedback
"eure stimmen werden immer besseer , Turn up boys !",compliment
Dieses VIDEO hat mich mich dazu gebracht Heute mein erstes Video hochzuladen . ( # . # ) ich dachte immer dies muss perfekt sein und das muss perfekt sein :D und da sehe ich dieses video,not
einfach GENIAL,positive feedback
und,not
deine Fortschritte sind der Hammer,compliment
.,not
trau dich und machs besser ! ;),not
die beiden sind zwar noch jung werden aber garantiert noch besser wenn sie weiter üben !,encouragement
war gar nicht so schlecht :D,positive feedback
Jungs ihr habt es wieder Geschaft,compliment
.,not
Das Lied ist so geil geworden,positive feedback
das ist echt ne coole parodie,positive feedback
richtig cool,positive feedback
man merkt das ihr euch mühe gibt 😁 😍 👍 💕,compliment
ooooooooh man du ist soo hübsch 3,compliment
"Ey , ihr seid die coolsten forever !!!!!!!!!!!!!!!!",affection declaration
Ihr seit einfach die besten,affection declaration
weiter so,encouragement
Ihr seid so Cool 😍 😍 😍,affection declaration
Nice,positive feedback
:),positive feedback
daumen nach oben,positive feedback
ach und die da unten wen es so scheiße wäre hätts nicht fast 2000 liks nur mal so,not
Danke Roman,not
du bist so coll,affection declaration
oh wie süß ihr da noch auseht ♥ _ ♥ :D,compliment
ja,agreement
Geiles Video ;-),positive feedback
Luna du bist übelst Hübsch ! ♥,compliment
Ich LIIIIIIIEBEEEEEE deine Augen !!! * ________ *,compliment
geiles lied,positive feedback
ich hören sie mir jeden Tag 10 mal nach der Schule an und dann geht's mit besser ! 😂 😄,positive feedback
das lied ist echt geil,positive feedback
ich höre das lied jetzt sch das 20 mal an,positive feedback
Roman du singst sooooo Geil 😎,compliment
.....,not
Ich bin in Roman Verknalt 😦 😦,affection declaration
nice Video :),positive feedback
"auch wenn hier einige schreiben , dass das unnötig ist und noch schlimmere Kommentare existieren . Ich finde alles hat ein Sinn .",not
Für manche sind seine Videos hilfreich,positive feedback
", für andere nicht und die dann halt einfach was anderes gucken , anstatt dich zu beleidigen ... Ich benötige diese Tipps auch nicht so , aber",not
ich finde dich symphatisch,affection declaration
und,not
"deswegen guck sehr gerne deine Videos , die fesseln mich iwie",positive feedback
....,not
Mann du siehst heute richtig hammer aus ! :),compliment
👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,positive feedback
Geil echt Geil,positive feedback
du bist so irre hübsch ! * - *,compliment
geil,positive feedback
mega parodie,positive feedback
# snapchatarmy @heikolochmann @zoeleini03,not
COOL,positive feedback
Du bist voll schlank geworden ! Hut ab ! :)),compliment
hammer ich liebe des lied von euch egal welches von euch ich liebe es,positive feedback
Die Stimme ;DD,ambiguous
cool,positive feedback
ist echt Geil geworden,positive feedback
Ou ja das stimmt,agreement
ich feier eure Parodien so krass ! :D,positive feedback
SOOOO recht 💜 💜 💜,agreement
Sehr gutes video :),positive feedback
und,not
sehr viele gute tipps dabei gewesen :),positive feedback
1Stunde und 59 Minuten,not
😍 😍 😍,positive feedback
Das Video ist hamer XD,positive feedback
Ich habe Bruder vor Luder DVD,positive feedback
Genau,agreement
voll cool 🤗,positive feedback
oh wie schön du in dem video aussiehst :),compliment
"Whoa Vichy ! Wie geil , das kann ich mir sonst nie leisten :D",not
die Tipps von den anderen sind wirklich hilfreich !,positive feedback
Da Community Video ist gelungen :),positive feedback
Roman ist so süß 3,affection declaration
wann gibt es wieder ein wka ???,implicit
Lernt singen,not
aus euch wird was mal,compliment
Ja ich weiß nicht ob der mir sympathisch is . scherz,not
ich mag euch hahaha,affection declaration
+ Grischistudios,not
fabian isso süßßßßßß,affection declaration
